wav,seg_idx,start,end,duration
./chunk_10_Richa/chunk_10.wav,7,3.564,3.726,0.16199999999999992
./chunk_10_Richa/chunk_10.wav,8,3.726,4.428,0.702
./chunk_10_Richa/chunk_10.wav,9,4.428,4.455,0.027000000000000135
./chunk_10_Richa/chunk_10.wav,10,4.455,4.536,0.08099999999999952
./chunk_10_Richa/chunk_10.wav,11,4.536,4.644,0.10800000000000054
./chunk_10_Richa/chunk_10.wav,12,4.644,4.671,0.027000000000000135
./chunk_10_Richa/chunk_10.wav,13,4.671,4.6979999999999995,0.026999999999999247
./chunk_10_Richa/chunk_10.wav,14,4.6979999999999995,4.779,0.0810000000000004
./chunk_10_Richa/chunk_10.wav,15,4.779,4.914,0.1349999999999998
./chunk_10_Richa/chunk_10.wav,16,4.914,5.292,0.3780000000000001
./chunk_10_Richa/chunk_10.wav,17,5.292,5.319,0.027000000000000135
./chunk_10_Richa/chunk_10.wav,18,5.319,5.346,0.027000000000000135
./chunk_10_Richa/chunk_10.wav,19,5.346,5.778,0.4319999999999995
./chunk_10_Richa/chunk_10.wav,20,5.778,5.805,0.027000000000000135
./chunk_10_Richa/chunk_10.wav,21,5.805,6.534,0.7290000000000001
./chunk_10_Richa/chunk_10.wav,22,6.534,6.561,0.027000000000000135
./chunk_10_Richa/chunk_10.wav,23,6.561,6.588,0.027000000000000135
./chunk_10_Richa/chunk_10.wav,24,6.588,6.723,0.1349999999999998
./chunk_10_Richa/chunk_10.wav,25,6.723,6.75,0.027000000000000135
./chunk_10_Richa/chunk_10.wav,26,6.75,6.777,0.027000000000000135
./chunk_10_Richa/chunk_10.wav,27,6.777,10.017,3.2399999999999993
